Sensor Name,Variable,Units,Start Datetime,End Datetime,Mean Value,Min Value,Max Value,Median Value,Standard Dev,Count Records,Location (WKT),Ground Height Above Sea Level,Sensor Height Above Ground,Broker Name,Sensor Centroid Longitude,Sensor Centroid Latitude,Raw ID
PER_AIRMON_MESH1966150,NO2,ugm -3,2024-01-01,2024-01-02,-1.2818728779739077,-5.28092,28.99148,-3.13772,5.0972519015328,1303,POINT(-1.690413 54.957331),3.80999994277954,2.0,aq_mesh_api,-1.690413,54.957331,79202
PER_AIRMON_MESH1903150,NO2,ugm -3,2024-01-01,2024-01-02,24.79344,24.79344,24.79344,24.79344,0.0,1,POINT(-1.521943 55.029411),68.9899978637695,2.0,aq_mesh_api,-1.521943,55.029411,73384
PER_TTN_AIRQUALITY001,NO2,ugm -3,2024-01-01,2024-01-02,51.11405511811024,37.789,75.377,50.133,8.871227986535345,127,POINT(-1.619868 55.007019),,65.0,LORA,-1.619868,55.007019,80118
PER_TTN_AIRQUALITY002,NO2,ugm -3,2024-01-01,2024-01-02,49.41497916666666,35.075,82.0,48.7755,7.63216328411541,48,POINT(-1.625035 54.973649),,2.0,LORA,-1.625035,54.973649,80126
PER_EMOTE_1503,NO2,ugm -3,2024-01-01,2024-01-02,24.54365580947986,0.340555464349519,59.7037731465993,25.68310732353845,12.636763954096583,1378,POINT(-1.615332 54.976758),,2.0,Emote Air Quality Sensor,-1.615332,54.976758,80101
PER_AIRMON_MESH1964150,NO2,ugm -3,2024-01-01,2024-01-02,37.27257762237766,13.26904,102.13664,32.95264,15.468823564564746,1430,POINT(-1.45333 55.022829),43.8699989318848,2.0,aq_mesh_api,-1.45333,55.022829,79200
PER_AIRMON_MESH1957150,NO2,ugm -3,2024-01-01,2024-01-02,36.99154337517432,0.0564,112.8376,31.4148,20.135671668974805,1434,POINT(-1.558716 54.996502),,2.0,aq_mesh_api,-1.558716,54.996502,79194
PER_AIRMON_MESH1919150,NO2,ugm -3,2024-01-01,2024-01-02,6.138259787985858,-3.7036,38.2392,5.0948,5.516363135471599,1415,POINT(-1.59605 54.902785),,8.0,aq_mesh_api,-1.59605,54.902785,79162
PER_AIRMON_MONITOR1135100,NO2,ugm -3,2024-01-01,2024-01-02,13.03411833333333,2.491,60.70896,5.81766,14.75158742741937,96,POINT(-1.617676 54.979118),57.6699981689453,2.0,aq_mesh_api,-1.617676,54.979118,79525
PER_EMOTE_NEW1507,NO2,ugm -3,2024-01-01,2024-01-02,30.64806040360097,12.2612564305738,74.7880122093131,25.986655045247502,14.00944108099943,1344,POINT(-1.615322 54.976199),,2.0,Emote Air Quality Sensor,-1.615322,54.976199,80098
PER_AIRMON_MESH1917150,NO2,ugm -3,2024-01-01,2024-01-02,42.33862402234636,-22.3344,168.2036,34.6766,22.530301756252687,1432,POINT(-1.558721 54.996494),39.0400009155273,2.0,aq_mesh_api,-1.558721,54.996494,79160
PER_EMOTE_NEW1504,NO2,ugm -3,2024-01-01,2024-01-02,19.751898055792186,3.72569880665183,46.9812363752909,17.5931351843582,10.2668600845884,1413,POINT(-1.615351 54.976486),,2.0,Emote Air Quality Sensor,-1.615351,54.976486,80100
PER_AIRMON_MONITOR914,NO2,ugm -3,2024-01-01,2024-01-02,13.89276916666667,2.90272,76.06292,5.33826,16.662884046065255,96,POINT(-1.619756 55.006886),62.5900001525879,2.0,aq_mesh_api,-1.619756,55.006886,1726
PER_AIRMON_MONITOR1156100,NO2,ugm -3,2024-01-01,2024-01-02,16.423444999999997,1.63372,58.11456,12.53302,14.04717390271705,96,POINT(-1.585004 54.912211),82.3000030517578,2.0,aq_mesh_api,-1.585004,54.912211,79564
PER_AIRMON_MESH1907150,NO2,ugm -3,2024-01-01,2024-01-02,7.889952908199027,-8.1028,68.2628,3.76,11.336694514464016,1427,POINT(-1.558681 54.996505),,2.0,aq_mesh_api,-1.558681,54.996505,79150
PER_AIRMON_MESH1915150,NO2,ugm -3,2024-01-01,2024-01-02,44.81897028089892,25.41196,79.43,44.29186,9.378970277984388,1424,POINT(-1.718833 54.995352),107.669998168945,2.0,aq_mesh_api,-1.718833,54.995352,79158
PER_EMOTE_NEW1505,NO2,ugm -3,2024-01-01,2024-01-02,24.315325720457107,2.65503948299818,60.1529797248983,24.87847077680449,9.554211189852897,1384,POINT(-1.615189 54.976336),,2.0,Emote Air Quality Sensor,-1.615189,54.976336,80099
PER_AIRMON_MESH1970150,NO2,ugm -3,2024-01-01,2024-01-02,24.069363722883114,9.07852,52.2546,23.05256,7.159292042315228,1429,POINT(-1.576209 54.984303),,2.0,aq_mesh_api,-1.576209,54.984303,79206
PER_AIRMON_MESH1910150,NO2,ugm -3,2024-01-01,2024-01-02,9.567418947368417,-5.452,88.0216,6.768,9.674215639509242,1425,POINT(-1.618791 55.018165),50.6599998474121,2.0,aq_mesh_api,-1.618791,55.018165,79153
PER_AIRMON_MESH307245,NO2,ugm -3,2024-01-01,2024-01-02,27.34593166666665,19.82084,42.79444,26.73924,5.27820566116907,96,POINT(-1.624621 55.007407),66.1900024414062,2.0,aq_mesh_api,-1.624621,55.007407,79522
PER_AIRMON_MONITOR1056100,NO2,ugm -3,2024-01-01,2024-01-02,28.443048750000017,1.03776,102.5446,14.3162,27.573467761510763,96,POINT(-1.60341 54.96565),31.4099998474121,2.0,aq_mesh_api,-1.60341,54.96565,79191
PER_AIRMON_MESH1914150,NO2,ugm -3,2024-01-01,2024-01-02,13.34988,13.34988,13.34988,13.34988,0.0,1,POINT(-1.65862 54.983255),113.98999786377,2.0,aq_mesh_api,-1.65862,54.983255,79157
PER_EMOTE_1502,NO2,ugm -3,2024-01-01,2024-01-02,30.38335883368142,3.16447591131457e-20,274.226543006811,1.57982060998409e-07,71.19982825655651,556,POINT(-1.615673 54.976405),,2.0,Emote Air Quality Sensor,-1.615673,54.976405,80097
PER_AIRMON_MONITOR1157100,NO2,ugm -3,2024-01-01,2024-01-02,20.636466249999994,0.97008,70.39096,12.9579,17.979446999771554,96,POINT(-1.623043 54.970093),45.2700004577637,2.0,aq_mesh_api,-1.623043,54.970093,79565
PER_AIRMON_MONITOR1155100,NO2,ugm -3,2024-01-01,2024-01-02,12.674215833333331,-0.53768,63.04204,2.81154,17.82323509697522,96,POINT(-1.578967 55.00928),69.0800018310547,2.0,aq_mesh_api,-1.578967,55.00928,79563
PER_AIRMON_MESH300245,NO2,ugm -3,2024-01-01,2024-01-02,28.65123916666666,21.27596,42.25676,27.31076,5.00733562007441,96,POINT(-1.637606 54.969172),84.9800033569336,2.0,aq_mesh_api,-1.637606,54.969172,79516
PER_AIRMON_MESH1911150,NO2,ugm -3,2024-01-01,2024-01-02,24.14108,24.14108,24.14108,24.14108,0.0,1,POINT(-1.577888 54.98891),48.4099998474121,2.0,aq_mesh_api,-1.577888,54.98891,79154
PER_AIRMON_MONITOR915,NO2,ugm -3,2024-01-01,2024-01-02,21.289981666666662,3.35392,80.5298,10.35692,21.934687725066823,96,POINT(-1.594598 54.987092),41.5099983215332,2.0,aq_mesh_api,-1.594598,54.987092,1725
PER_AIRMON_MESH305245,NO2,ugm -3,2024-01-01,2024-01-02,32.13832583333333,26.27488,42.10448,31.73628,4.258275107509218,96,POINT(-1.577439 55.005077),61.5800018310547,2.0,aq_mesh_api,-1.577439,55.005077,79520
PER_AIRMON_MESH1922150,NO2,ugm -3,2024-01-01,2024-01-02,6.739409711470794,-5.7716,43.3528,3.76,9.046432019924158,1421,POINT(-1.609327 54.991308),56.8699989318848,2.0,aq_mesh_api,-1.609327,54.991308,79165
PER_AIRMON_MESH1921150,NO2,ugm -3,2024-01-01,2024-01-02,11.02139467787115,-11.5056,100.3168,4.9256,16.67984294833918,1428,POINT(-1.60345 54.965674),31.1700000762939,2.0,aq_mesh_api,-1.60345,54.965674,79164
PER_AIRMON_MESH1921150,NO2,ugm -3,2024-01-02,2024-01-03,37.65237995765696,-11.75,122.2,41.3224,25.57802008665344,1417,POINT(-1.60345 54.965674),31.1700000762939,2.0,aq_mesh_api,-1.60345,54.965674,79164
PER_AIRMON_MONITOR1155100,NO2,ugm -3,2024-01-02,2024-01-03,46.423975833333344,-0.53392,88.80556,58.9004,28.78653978291156,96,POINT(-1.578967 55.00928),69.0800018310547,2.0,aq_mesh_api,-1.578967,55.00928,79563
PER_EMOTE_NEW1504,NO2,ugm -3,2024-01-02,2024-01-03,25.2088771767209,1.12433078463472,53.6452254224693,26.2731319222932,10.877107177046478,1393,POINT(-1.615351 54.976486),,2.0,Emote Air Quality Sensor,-1.615351,54.976486,80100
PER_TTN_AIRQUALITY002,NO2,ugm -3,2024-01-02,2024-01-03,64.61798823529412,37.223,91.96,66.778,16.474532027268896,85,POINT(-1.625035 54.973649),,2.0,LORA,-1.625035,54.973649,80126
PER_AIRMON_MONITOR1056100,NO2,ugm -3,2024-01-02,2024-01-03,84.04847458333333,5.54036,144.00612,94.85822,36.14236438523524,96,POINT(-1.60341 54.96565),31.4099998474121,2.0,aq_mesh_api,-1.60341,54.96565,79191
PER_TTN_AIRQUALITY001,NO2,ugm -3,2024-01-02,2024-01-03,67.58955172413793,42.388,115.047,64.007,16.983902096389343,116,POINT(-1.619868 55.007019),,65.0,LORA,-1.619868,55.007019,80118
PER_EMOTE_NEW1505,NO2,ugm -3,2024-01-02,2024-01-03,15.963402510475252,6.25669808172314e-14,66.3747964571585,1.864604390889125,22.87585123037764,1342,POINT(-1.615189 54.976336),,2.0,Emote Air Quality Sensor,-1.615189,54.976336,80099
PER_AIRMON_MESH1917150,NO2,ugm -3,2024-01-02,2024-01-03,88.59641751216122,-26.7712,234.9436,90.4844,46.31398969212429,1439,POINT(-1.558721 54.996494),39.0400009155273,2.0,aq_mesh_api,-1.558721,54.996494,79160
PER_AIRMON_MESH1915150,NO2,ugm -3,2024-01-02,2024-01-03,62.17698196078428,33.71216,106.58096,60.489,14.04117307460823,1428,POINT(-1.718833 54.995352),107.669998168945,2.0,aq_mesh_api,-1.718833,54.995352,79158
PER_AIRMON_MESH307245,NO2,ugm -3,2024-01-02,2024-01-03,39.77782333333332,23.20484,59.77084,39.48564,9.27084656758606,96,POINT(-1.624621 55.007407),66.1900024414062,2.0,aq_mesh_api,-1.624621,55.007407,79522
PER_AIRMON_MONITOR1156100,NO2,ugm -3,2024-01-02,2024-01-03,36.03533083333335,1.46452,83.92884,40.57886,22.26942065381472,96,POINT(-1.585004 54.912211),82.3000030517578,2.0,aq_mesh_api,-1.585004,54.912211,79564
PER_AIRMON_MESH305245,NO2,ugm -3,2024-01-02,2024-01-03,44.191084166666656,28.92568,63.79968,44.81168,8.567230896268796,96,POINT(-1.577439 55.005077),61.5800018310547,2.0,aq_mesh_api,-1.577439,55.005077,79520
PER_AIRMON_MESH1970150,NO2,ugm -3,2024-01-02,2024-01-03,46.4877936724739,16.00256,102.8548,48.51528,14.93952047440327,1435,POINT(-1.576209 54.984303),,2.0,aq_mesh_api,-1.576209,54.984303,79206
PER_AIRMON_MESH1966150,NO2,ugm -3,2024-01-02,2024-01-03,3.3515623179791976,-4.49132,68.22708,-0.86292,9.984857743174947,1346,POINT(-1.690413 54.957331),3.80999994277954,2.0,aq_mesh_api,-1.690413,54.957331,79202
PER_AIRMON_MESH1919150,NO2,ugm -3,2024-01-02,2024-01-03,16.15258584442889,-15.3408,445.5976,14.0436,16.190393741056806,1427,POINT(-1.59605 54.902785),,8.0,aq_mesh_api,-1.59605,54.902785,79162
PER_AIRMON_MESH1907150,NO2,ugm -3,2024-01-02,2024-01-03,22.120161624649864,-5.9408,91.8004,18.0292,17.89518400682058,1428,POINT(-1.558681 54.996505),,2.0,aq_mesh_api,-1.558681,54.996505,79150
PER_EMOTE_NEW1507,NO2,ugm -3,2024-01-02,2024-01-03,120.22271738598197,26.0481846523707,362.779183510144,122.793553623011,72.03325507329586,1227,POINT(-1.615322 54.976199),,2.0,Emote Air Quality Sensor,-1.615322,54.976199,80098
PER_AIRMON_MESH1957150,NO2,ugm -3,2024-01-02,2024-01-03,81.25285479833107,-3.4404,216.4256,84.83500000000001,42.84658718729207,1438,POINT(-1.558716 54.996502),,2.0,aq_mesh_api,-1.558716,54.996502,79194
PER_EMOTE_1503,NO2,ugm -3,2024-01-02,2024-01-03,19.38645919179229,6.31958292745964e-17,80.9593360300397,0.2498178715705615,28.62551839532652,1254,POINT(-1.615332 54.976758),,2.0,Emote Air Quality Sensor,-1.615332,54.976758,80101
PER_AIRMON_MONITOR915,NO2,ugm -3,2024-01-02,2024-01-03,65.87071541666667,2.00032,126.32284,78.04726,34.75313847664451,96,POINT(-1.594598 54.987092),41.5099983215332,2.0,aq_mesh_api,-1.594598,54.987092,1725
PER_AIRMON_MESH1922150,NO2,ugm -3,2024-01-02,2024-01-03,30.484747508771925,-15.4536,125.8284,28.4256,21.132618579710662,1425,POINT(-1.609327 54.991308),56.8699989318848,2.0,aq_mesh_api,-1.609327,54.991308,79165
PER_AIRMON_MONITOR914,NO2,ugm -3,2024-01-02,2024-01-03,51.566441666666655,3.102,108.31244,62.60588,34.37947353200158,96,POINT(-1.619756 55.006886),62.5900001525879,2.0,aq_mesh_api,-1.619756,55.006886,1726
PER_AIRMON_MESH1964150,NO2,ugm -3,2024-01-02,2024-01-03,61.7403277365102,23.17664,145.26384,63.87864,19.32116425355747,1427,POINT(-1.45333 55.022829),43.8699989318848,2.0,aq_mesh_api,-1.45333,55.022829,79200
PER_AIRMON_MONITOR1157100,NO2,ugm -3,2024-01-02,2024-01-03,54.162095000000015,2.50792,137.69684,58.92296,29.585843216240686,96,POINT(-1.623043 54.970093),45.2700004577637,2.0,aq_mesh_api,-1.623043,54.970093,79565
PER_AIRMON_MESH300245,NO2,ugm -3,2024-01-02,2024-01-03,38.42586833333333,23.75756,57.95476,39.690560000000005,8.505212634708036,96,POINT(-1.637606 54.969172),84.9800033569336,2.0,aq_mesh_api,-1.637606,54.969172,79516
PER_AIRMON_MONITOR1135100,NO2,ugm -3,2024-01-02,2024-01-03,44.609619166666654,3.21292,93.54692,52.30348,25.50401058629864,96,POINT(-1.617676 54.979118),57.6699981689453,2.0,aq_mesh_api,-1.617676,54.979118,79525
PER_AIRMON_MESH1910150,NO2,ugm -3,2024-01-02,2024-01-03,26.78442573426572,-15.1716,101.4448,23.7068,15.768434433372311,1430,POINT(-1.618791 55.018165),50.6599998474121,2.0,aq_mesh_api,-1.618791,55.018165,79153
PER_EMOTE_NEW1505,NO2,ugm -3,2024-01-03,2024-01-04,52.35836196972739,19.2366713653773,61.5276690288191,56.3367320695602,8.85482732254435,290,POINT(-1.615189 54.976336),,2.0,Emote Air Quality Sensor,-1.615189,54.976336,80099
PER_TTN_AIRQUALITY002,NO2,ugm -3,2024-01-03,2024-01-04,44.84460714285715,29.759,58.0,44.85,6.106223261905405,28,POINT(-1.625035 54.973649),,2.0,LORA,-1.625035,54.973649,80126
PER_AIRMON_MESH1921150,NO2,ugm -3,2024-01-03,2024-01-04,30.46824888268157,-11.6936,101.3508,33.1914,19.605406620916213,1432,POINT(-1.60345 54.965674),31.1700000762939,2.0,aq_mesh_api,-1.60345,54.965674,79164
PER_AIRMON_MESH1922150,NO2,ugm -3,2024-01-03,2024-01-04,21.547260181945408,-15.1904,90.6536,20.6612,15.948374323701158,1429,POINT(-1.609327 54.991308),56.8699989318848,2.0,aq_mesh_api,-1.609327,54.991308,79165
PER_TTN_AIRQUALITY003,NO2,ugm -3,2024-01-03,2024-01-04,130.116375,117.883,133.66,132.065,4.781448105372996,8,POINT(-1.625035 54.973649),,2.0,LORA,-1.625035,54.973649,80125
PER_EMOTE_NEW1507,NO2,ugm -3,2024-01-03,2024-01-04,51.77020580639947,35.5749339363788,77.4357765897825,49.3605078530149,11.553447345713677,287,POINT(-1.615322 54.976199),,2.0,Emote Air Quality Sensor,-1.615322,54.976199,80098
PER_AIRMON_MESH1957150,NO2,ugm -3,2024-01-03,2024-01-04,74.15751306778469,-1.1468,174.9528,75.7076,35.58627137549912,1431,POINT(-1.558716 54.996502),,2.0,aq_mesh_api,-1.558716,54.996502,79194
PER_AIRMON_MONITOR915,NO2,ugm -3,2024-01-03,2024-01-04,54.65584958333334,10.14824,106.88176,55.66022,25.315579356636466,96,POINT(-1.594598 54.987092),41.5099983215332,2.0,aq_mesh_api,-1.594598,54.987092,1725
PER_AIRMON_MESH1966150,NO2,ugm -3,2024-01-03,2024-01-04,2.38232325883201,-4.35972,34.16148,0.67868,5.622402498787667,1387,POINT(-1.690413 54.957331),3.80999994277954,2.0,aq_mesh_api,-1.690413,54.957331,79202
PER_AIRMON_MESH307245,NO2,ugm -3,2024-01-03,2024-01-04,29.45721083333333,20.93004,43.00124,28.47824,5.686420397533288,96,POINT(-1.624621 55.007407),66.1900024414062,2.0,aq_mesh_api,-1.624621,55.007407,79522
PER_AIRMON_MESH1910150,NO2,ugm -3,2024-01-03,2024-01-04,21.38949565217391,-0.9964,63.2056,20.069,13.113246929958043,1426,POINT(-1.618791 55.018165),50.6599998474121,2.0,aq_mesh_api,-1.618791,55.018165,79153
PER_AIRMON_MONITOR1056100,NO2,ugm -3,2024-01-03,2024-01-04,82.07151873684208,15.22048,134.52904,93.38148,28.568299762086287,95,POINT(-1.60341 54.96565),31.4099998474121,2.0,aq_mesh_api,-1.60341,54.96565,79191
PER_AIRMON_MESH305245,NO2,ugm -3,2024-01-03,2024-01-04,36.50834666666668,27.02688,54.39968,35.51508,7.203527881685628,96,POINT(-1.577439 55.005077),61.5800018310547,2.0,aq_mesh_api,-1.577439,55.005077,79520
PER_EMOTE_1503,NO2,ugm -3,2024-01-03,2024-01-04,63.55182419631125,27.0626871313613,82.2516054962157,66.0971050873111,13.059444643014691,281,POINT(-1.615332 54.976758),,2.0,Emote Air Quality Sensor,-1.615332,54.976758,80101
PER_AIRMON_MONITOR1157100,NO2,ugm -3,2024-01-03,2024-01-04,53.06286291666667,-9.91324,84.50788,57.95476,19.65092767353978,96,POINT(-1.623043 54.970093),45.2700004577637,2.0,aq_mesh_api,-1.623043,54.970093,79565
PER_EMOTE_NEW1504,NO2,ugm -3,2024-01-03,2024-01-04,35.022879662555994,30.6388899486009,38.2444966886659,35.003363473559,1.7216097507461938,294,POINT(-1.615351 54.976486),,2.0,Emote Air Quality Sensor,-1.615351,54.976486,80100
PER_AIRMON_MESH1907150,NO2,ugm -3,2024-01-03,2024-01-04,15.080127731092452,-8.5916,71.3084,12.4456,15.794209088301107,1428,POINT(-1.558681 54.996505),,2.0,aq_mesh_api,-1.558681,54.996505,79150
PER_AIRMON_MONITOR1155100,NO2,ugm -3,2024-01-03,2024-01-04,32.07142916666666,1.72396,83.31972,28.83356,21.553461582914764,96,POINT(-1.578967 55.00928),69.0800018310547,2.0,aq_mesh_api,-1.578967,55.00928,79563
PER_AIRMON_MONITOR1156100,NO2,ugm -3,2024-01-03,2024-01-04,39.31115250000001,8.12348,66.41476,44.59548,16.629856003238384,96,POINT(-1.585004 54.912211),82.3000030517578,2.0,aq_mesh_api,-1.585004,54.912211,79564
PER_AIRMON_MONITOR914,NO2,ugm -3,2024-01-03,2024-01-04,34.27208336842105,0.893,81.02236,36.78596,20.7319168724348,95,POINT(-1.619756 55.006886),62.5900001525879,2.0,aq_mesh_api,-1.619756,55.006886,1726
PER_AIRMON_MESH1964150,NO2,ugm -3,2024-01-03,2024-01-04,54.7008003351955,21.84184,96.53424,57.72164,17.057288233603746,1432,POINT(-1.45333 55.022829),43.8699989318848,2.0,aq_mesh_api,-1.45333,55.022829,79200
PER_TTN_AIRQUALITY001,NO2,ugm -3,2024-01-03,2024-01-04,48.80957377049181,35.582,66.046,49.176,7.7114312570004255,122,POINT(-1.619868 55.007019),,65.0,LORA,-1.619868,55.007019,80118
PER_AIRMON_MESH1917150,NO2,ugm -3,2024-01-03,2024-01-04,79.44366080892601,1.2784,188.3008,79.8436,38.18571477987216,1434,POINT(-1.558721 54.996494),39.0400009155273,2.0,aq_mesh_api,-1.558721,54.996494,79160
PER_AIRMON_MONITOR1135100,NO2,ugm -3,2024-01-03,2024-01-04,35.27473375,6.48976,63.56468,42.50492,18.7577512087091,96,POINT(-1.617676 54.979118),57.6699981689453,2.0,aq_mesh_api,-1.617676,54.979118,79525
PER_AIRMON_MESH1919150,NO2,ugm -3,2024-01-03,2024-01-04,19.45477333333332,-6.0724,49.5004,19.2982,13.34949496290486,1410,POINT(-1.59605 54.902785),,8.0,aq_mesh_api,-1.59605,54.902785,79162
PER_AIRMON_MESH1915150,NO2,ugm -3,2024-01-03,2024-01-04,51.42790361851328,28.97456,88.60064,47.59126,12.939513903637572,1426,POINT(-1.718833 54.995352),107.669998168945,2.0,aq_mesh_api,-1.718833,54.995352,79158
PER_AIRMON_MESH300245,NO2,ugm -3,2024-01-03,2024-01-04,33.37317249999999,21.72716,53.46156,35.52636,8.275833863414837,96,POINT(-1.637606 54.969172),84.9800033569336,2.0,aq_mesh_api,-1.637606,54.969172,79516
PER_AIRMON_MESH1970150,NO2,ugm -3,2024-01-03,2024-01-04,42.01473300699302,16.074,183.39212,43.14694,12.938423174768262,1430,POINT(-1.576209 54.984303),,2.0,aq_mesh_api,-1.576209,54.984303,79206
PER_TTN_AIRQUALITY002,NO2,ugm -3,2024-01-04,2024-01-05,30.745,27.694,32.598,30.978,1.657553860361708,5,POINT(-1.625035 54.973649),,2.0,LORA,-1.625035,54.973649,80126
PER_AIRMON_MESH305245,NO2,ugm -3,2024-01-04,2024-01-05,34.821830000000006,26.53808,50.86528,35.28008,5.901137932706991,96,POINT(-1.577439 55.005077),61.5800018310547,2.0,aq_mesh_api,-1.577439,55.005077,79520
PER_AIRMON_MESH1922150,NO2,ugm -3,2024-01-04,2024-01-05,19.230574243490484,-14.6452,85.07,15.6604,14.743189847986669,1421,POINT(-1.609327 54.991308),56.8699989318848,2.0,aq_mesh_api,-1.609327,54.991308,79165
PER_AIRMON_MESH1970150,NO2,ugm -3,2024-01-04,2024-01-05,32.832603179916354,9.43572,66.96184,30.65716,10.61576517177082,1434,POINT(-1.576209 54.984303),,2.0,aq_mesh_api,-1.576209,54.984303,79206
PER_AIRMON_MESH300245,NO2,ugm -3,2024-01-04,2024-01-05,28.744847499999995,22.15956,53.36756,27.51756,5.428474704802177,96,POINT(-1.637606 54.969172),84.9800033569336,2.0,aq_mesh_api,-1.637606,54.969172,79516
PER_AIRMON_MESH1966150,NO2,ugm -3,2024-01-04,2024-01-05,5.889422209631726,-4.71692,46.70108,3.56448,8.666908053653541,1412,POINT(-1.690413 54.957331),3.80999994277954,2.0,aq_mesh_api,-1.690413,54.957331,79202
PER_AIRMON_MONITOR915,NO2,ugm -3,2024-01-04,2024-01-05,54.76461541666666,13.93268,88.71156,58.226420000000005,22.28279268274616,96,POINT(-1.594598 54.987092),41.5099983215332,2.0,aq_mesh_api,-1.594598,54.987092,1725
PER_AIRMON_MESH1919150,NO2,ugm -3,2024-01-04,2024-01-05,11.695079690794064,-4.5308,48.7108,11.0732,9.140534308749071,1423,POINT(-1.59605 54.902785),,8.0,aq_mesh_api,-1.59605,54.902785,79162
PER_AIRMON_MESH1957150,NO2,ugm -3,2024-01-04,2024-01-05,66.16415181058501,8.9676,151.1144,66.14779999999999,26.46820618762553,1436,POINT(-1.558716 54.996502),,2.0,aq_mesh_api,-1.558716,54.996502,79194
PER_AIRMON_MESH1907150,NO2,ugm -3,2024-01-04,2024-01-05,9.226598882681568,-7.99,65.6496,6.2228,11.900188951835354,1432,POINT(-1.558681 54.996505),,2.0,aq_mesh_api,-1.558681,54.996505,79150
PER_TTN_AIRQUALITY001,NO2,ugm -3,2024-01-04,2024-01-05,53.09488461538462,34.216,75.325,54.431,9.515406546660255,130,POINT(-1.619868 55.007019),,65.0,LORA,-1.619868,55.007019,80118
PER_AIRMON_MESH1921150,NO2,ugm -3,2024-01-04,2024-01-05,23.423523862841144,-11.1484,91.4056,22.4848,16.129135975884225,1429,POINT(-1.60345 54.965674),31.1700000762939,2.0,aq_mesh_api,-1.60345,54.965674,79164
PER_AIRMON_MESH1915150,NO2,ugm -3,2024-01-04,2024-01-05,48.54370117647057,27.94244,99.45388,46.32696,11.257488135152334,1428,POINT(-1.718833 54.995352),107.669998168945,2.0,aq_mesh_api,-1.718833,54.995352,79158
PER_AIRMON_MONITOR1135100,NO2,ugm -3,2024-01-04,2024-01-05,32.573976666666674,5.14932,62.10204,33.834360000000004,12.736323360276396,96,POINT(-1.617676 54.979118),57.6699981689453,2.0,aq_mesh_api,-1.617676,54.979118,79525
PER_AIRMON_MONITOR914,NO2,ugm -3,2024-01-04,2024-01-05,41.85365666666666,5.499,86.42924,47.28482,21.664704928712712,96,POINT(-1.619756 55.006886),62.5900001525879,2.0,aq_mesh_api,-1.619756,55.006886,1726
PER_AIRMON_MONITOR1155100,NO2,ugm -3,2024-01-04,2024-01-05,40.34386989473684,5.65128,79.75712,42.03868,17.710359012724105,95,POINT(-1.578967 55.00928),69.0800018310547,2.0,aq_mesh_api,-1.578967,55.00928,79563
PER_AIRMON_MESH307245,NO2,ugm -3,2024-01-04,2024-01-05,27.727023333333324,20.34724,41.08364,26.84264,5.0320196243379485,96,POINT(-1.624621 55.007407),66.1900024414062,2.0,aq_mesh_api,-1.624621,55.007407,79522
PER_AIRMON_MESH1964150,NO2,ugm -3,2024-01-04,2024-01-05,46.47284013937275,16.08904,89.57824,47.01504,15.397859512777076,1435,POINT(-1.45333 55.022829),43.8699989318848,2.0,aq_mesh_api,-1.45333,55.022829,79200
PER_AIRMON_MESH1917150,NO2,ugm -3,2024-01-04,2024-01-05,70.76833560975616,-36.566,164.7632,69.7668,29.744673944768543,1435,POINT(-1.558721 54.996494),39.0400009155273,2.0,aq_mesh_api,-1.558721,54.996494,79160
PER_AIRMON_MONITOR1157100,NO2,ugm -3,2024-01-04,2024-01-05,45.38574583333333,20.07276,76.00088,44.880300000000005,13.912409941878003,96,POINT(-1.623043 54.970093),45.2700004577637,2.0,aq_mesh_api,-1.623043,54.970093,79565
PER_AIRMON_MONITOR1056100,NO2,ugm -3,2024-01-04,2024-01-05,65.78537124999998,18.39204,126.99964,62.52316,21.639212473137512,96,POINT(-1.60341 54.96565),31.4099998474121,2.0,aq_mesh_api,-1.60341,54.96565,79191
PER_AIRMON_MONITOR1156100,NO2,ugm -3,2024-01-04,2024-01-05,35.456976250000004,10.57876,67.14044,34.99526,14.575387344464843,96,POINT(-1.585004 54.912211),82.3000030517578,2.0,aq_mesh_api,-1.585004,54.912211,79564
PER_AIRMON_MESH1910150,NO2,ugm -3,2024-01-04,2024-01-05,16.21998345021038,-4.0232,56.3624,14.8332,11.535596541492128,1426,POINT(-1.618791 55.018165),50.6599998474121,2.0,aq_mesh_api,-1.618791,55.018165,79153
PER_AIRMON_MESH1964150,NO2,ugm -3,2024-01-05,2024-01-06,39.41441994428969,13.36304,103.22704,39.13784,13.517105084538262,1436,POINT(-1.45333 55.022829),43.8699989318848,2.0,aq_mesh_api,-1.45333,55.022829,79200
PER_AIRMON_MESH300245,NO2,ugm -3,2024-01-05,2024-01-06,27.21989333333336,21.14436,53.17956,25.29916,6.109411668255972,96,POINT(-1.637606 54.969172),84.9800033569336,2.0,aq_mesh_api,-1.637606,54.969172,79516
PER_AIRMON_MESH1919150,NO2,ugm -3,2024-01-05,2024-01-06,13.42782056338026,-5.3016,39.4988,12.7088,7.788793142937131,1420,POINT(-1.59605 54.902785),,8.0,aq_mesh_api,-1.59605,54.902785,79162
PER_AIRMON_MONITOR1156100,NO2,ugm -3,2024-01-05,2024-01-06,27.671720000000025,7.84712,68.22896,26.30308,14.944745771588089,96,POINT(-1.585004 54.912211),82.3000030517578,2.0,aq_mesh_api,-1.585004,54.912211,79564
